Country,Year,Value
Aruba,2000,235455000
Aruba,2001,321360614.5
Aruba,2002,374002933
Aruba,2003,336945700
Aruba,2004,339224000
Aruba,2005,324813400
Aruba,2006,401389600
Aruba,2007,455457100
Aruba,2008,691873900
Aruba,2009,686970110
Aruba,2010,708713690
Aruba,2011,689775980
Aruba,2012,768622300
Aruba,2013,653170670
Aruba,2014,680351000
Aruba,2015,815800560
Aruba,2016,922550890
Aruba,2017,907111452.5
Aruba,2018,980247680
Aruba,2019,982300000
Aruba,2020,1212578720
Afghanistan,2008,3042274496
Afghanistan,2009,4265888740
Afghanistan,2010,5162440807
Afghanistan,2011,6344641960
Afghanistan,2012,7152304398
Afghanistan,2013,7288702711
Afghanistan,2014,7528549880
Afghanistan,2015,6976966154
Afghanistan,2016,7281910524
Afghanistan,2017,8097280956
Afghanistan,2018,8206682106
Afghanistan,2019,8497655795
Afghanistan,2020,9694989381
Angola,2000,1198212373
Angola,2001,731866198.1
Angola,2002,375545950.3
Angola,2003,634199422.3
Angola,2004,1379588147
Angola,2005,3196850749
Angola,2006,8149079646
Angola,2007,11196800894
Angola,2008,17869411576
Angola,2009,13664098154
Angola,2010,19678661657
Angola,2011,27039761554
Angola,2012,31161778889
Angola,2013,31500815462
Angola,2014,27032344084
Angola,2015,23790543425
Angola,2016,23672191989
Angola,2017,17455327771
Angola,2018,15410405365
Angola,2019,16334853784
Angola,2020,13781988140
Albania,2000,646305676.5
Albania,2001,770581227.4
Albania,2002,866478231.3
Albania,2003,1038294231
Albania,2004,1387912854
Albania,2005,1439592137
Albania,2006,1812802560
Albania,2007,2161936583
Albania,2008,2363791897
Albania,2009,2368942443
Albania,2010,2540673823
Albania,2011,2471402725
Albania,2012,2599863597
Albania,2013,2773278107
Albania,2014,2665215805
Albania,2015,3138517990
Albania,2016,3108607052
Albania,2017,3588583657
Albania,2018,3893560031
Albania,2019,3763661059
Albania,2020,4817386149
United Arab Emirates,2000,13631620189
United Arab Emirates,2001,14256130113
United Arab Emirates,2002,15355431325
United Arab Emirates,2003,15087811904
United Arab Emirates,2004,18529923698
United Arab Emirates,2005,21010295842
United Arab Emirates,2006,27617445823
United Arab Emirates,2007,77238765358
United Arab Emirates,2008,31694454694
United Arab Emirates,2009,26104201598
United Arab Emirates,2010,32785291883
United Arab Emirates,2011,37269318423
United Arab Emirates,2012,47035150431
United Arab Emirates,2013,68202650660
United Arab Emirates,2014,78424381665
United Arab Emirates,2015,93929134196
United Arab Emirates,2016,85390832746
United Arab Emirates,2017,95377648626
United Arab Emirates,2018,99503335479
United Arab Emirates,2019,1.08E+11
United Arab Emirates,2020,1.07E+11
Argentina,2000,25152117244
Argentina,2001,14555552760
Argentina,2002,10492424819
Argentina,2003,14157284136
Argentina,2004,19659591804
Argentina,2005,28081718502
Argentina,2006,32022297113
Argentina,2007,46149456856
Argentina,2008,46385380207
Argentina,2009,48006988635
Argentina,2010,52207549724
Argentina,2011,46265800526
Argentina,2012,43223270864
Argentina,2013,30533919651
Argentina,2014,31410813270
Argentina,2015,25520565580
Argentina,2016,38414518492
Argentina,2017,55314409205
Argentina,2018,66221501691
Argentina,2019,44880566052
Argentina,2020,39403734630
Armenia,2000,314200332.8
Armenia,2001,329632780.1
Armenia,2002,430974325.4
Armenia,2003,501977062.1
Armenia,2004,547758869.6
Armenia,2005,669480407.7
Armenia,2006,1071917964
Armenia,2007,1659090453
Armenia,2008,1406800823
Armenia,2009,2003623408
Armenia,2010,1865824297
Armenia,2011,1932471999
Armenia,2012,1799374399
Armenia,2013,2251610255
Armenia,2014,1489443371
Armenia,2015,1775293494
Armenia,2016,2204113991
Armenia,2017,2314113951
Armenia,2018,2259321869
Armenia,2019,2849645182
Armenia,2020,2615530571
Antigua and Barbuda,2000,63558884.53
Antigua and Barbuda,2001,79718831.04
Antigua and Barbuda,2002,87648341.46
Antigua and Barbuda,2003,113767366.7
Antigua and Barbuda,2004,120139161.9
Antigua and Barbuda,2005,127320746.2
Antigua and Barbuda,2006,142632588.8
Antigua and Barbuda,2007,143848808.5
Antigua and Barbuda,2008,138022502.6
Antigua and Barbuda,2009,127860399.4
Antigua and Barbuda,2010,136600155.3
Antigua and Barbuda,2011,147868733.6
Antigua and Barbuda,2012,162045102
Antigua and Barbuda,2013,202580587
Antigua and Barbuda,2014,297046137.5
Antigua and Barbuda,2015,355728253.4
Antigua and Barbuda,2016,330090979.3
Antigua and Barbuda,2017,313645370.8
Antigua and Barbuda,2018,328659747.5
Antigua and Barbuda,2019,279133212.7
Antigua and Barbuda,2020,221808945.9
Australia,2000,18821546024
Australia,2001,18663980677
Australia,2002,21567012300
Australia,2003,33258076239
Australia,2004,36925537509
Australia,2005,43257063109
Australia,2006,55078716458
Australia,2007,26907894339
Australia,2008,32923506492
Australia,2009,41742190607
Australia,2010,42267797177
Australia,2011,46714016758
Australia,2012,49138172006
Australia,2013,52837027750
Australia,2014,53910325023
Australia,2015,45712035071
Australia,2016,53555791523
Australia,2017,66597718118
Australia,2018,53880533420
Australia,2019,58754685703
Australia,2020,43012629265
Austria,2000,17649557522
Austria,2001,15598207439
Austria,2002,13182007409
Austria,2003,12729301827
Austria,2004,12188419360
Austria,2005,11827977058
Austria,2006,12911210328
Austria,2007,18193955715
Austria,2008,16741449885
Austria,2009,17903949015
Austria,2010,22241623425
Austria,2011,24768999165
Austria,2012,27211429628
Austria,2013,23316756962
Austria,2014,25001493235
Austria,2015,22239731668
Austria,2016,23255493381
Austria,2017,21565331649
Austria,2018,23190665221
Austria,2019,23616397438
Austria,2020,30439562425
Azerbaijan,2000,679605504.1
Azerbaijan,2001,724979353.9
Azerbaijan,2002,720471772.5
Azerbaijan,2003,802839749.2
Azerbaijan,2004,1075084293
Azerbaijan,2005,1177743664
Azerbaijan,2006,2500372956
Azerbaijan,2007,4273114882
Azerbaijan,2008,6467239211
Azerbaijan,2009,5363850354
Azerbaijan,2010,6409059730
Azerbaijan,2011,10273925785
Azerbaijan,2012,11277345749
Azerbaijan,2013,15175667724
Azerbaijan,2014,15816416601
Azerbaijan,2015,7319394112
Azerbaijan,2016,6573862903
Azerbaijan,2017,6680532217
Azerbaijan,2018,6665989936
Azerbaijan,2019,7042996710
Azerbaijan,2020,7633754110
Burundi,2000,37646865.17
Burundi,2001,17974678.24
Burundi,2002,59105712.31
Burundi,2003,67366291.27
Burundi,2004,66173617.25
Burundi,2005,100575245.8
Burundi,2006,131138494.8
Burundi,2007,177130962.9
Burundi,2008,266537169.9
Burundi,2009,323088641.1
Burundi,2010,332085022.5
Burundi,2011,295447213.9
Burundi,2012,308757013.6
Burundi,2013,329308184.1
Burundi,2014,317139256.5
Burundi,2015,136134382.2
Burundi,2016,95158477.53
Burundi,2017,97402580.43
Burundi,2018,68126200.77
Burundi,2019,111373704.1
Burundi,2020,90319165.54
Belgium,2000,12271745172
Belgium,2001,13560301157
Belgium,2002,14697923742
Belgium,2003,14448826871
Belgium,2004,13990812128
Belgium,2005,11996383513
Belgium,2006,13436681104
Belgium,2007,16485311239
Belgium,2008,15680647981
Belgium,2009,23861674313
Belgium,2010,26779063929
Belgium,2011,29114266148
Belgium,2012,30768939404
Belgium,2013,26946175032
Belgium,2014,25444391273
Belgium,2015,24101851039
Belgium,2016,23480922147
Belgium,2017,26151437584
Belgium,2018,26856799009
Belgium,2019,28969986952
Belgium,2020,33296227565
Bangladesh,2000,1515788656
Bangladesh,2001,1305630681
Bangladesh,2002,1721734792
Bangladesh,2003,2624623706
Bangladesh,2004,3221759633
Bangladesh,2005,2825004864
Bangladesh,2006,3877163419
Bangladesh,2007,5277479281
Bangladesh,2008,5787356027
Bangladesh,2009,10341543874
Bangladesh,2010,11174828667
Bangladesh,2011,9174749651
Bangladesh,2012,12754226900
Bangladesh,2013,18087689200
Bangladesh,2014,22319788312
Bangladesh,2015,27493077972
Bangladesh,2016,32283838539
Bangladesh,2017,33431482893
Bangladesh,2018,32028383717
Bangladesh,2019,32696936140
Bangladesh,2020,43171735336
Bulgaria,2000,3507198891
Bulgaria,2001,3646131848
Bulgaria,2002,4846429934
Bulgaria,2003,6825720113
Bulgaria,2004,9337108133
Bulgaria,2005,8697081082
Bulgaria,2006,11756001867
Bulgaria,2007,17544560020
Bulgaria,2008,17930378434
Bulgaria,2009,18522121029
Bulgaria,2010,17223204559
Bulgaria,2011,17215731650
Bulgaria,2012,20507099695
Bulgaria,2013,19883353048
Bulgaria,2014,20129698078
Bulgaria,2015,22153050489
Bulgaria,2016,25176065816
Bulgaria,2017,28375830876
Bulgaria,2018,28711039865
Bulgaria,2019,27901750799
Bulgaria,2020,37860001349
Bahrain,2000,1605306698
Bahrain,2001,1725453561
Bahrain,2002,1777159820
Bahrain,2003,1840973998
Bahrain,2004,2006203185
Bahrain,2005,2051923932
Bahrain,2006,2895643505
Bahrain,2007,4342187750
Bahrain,2008,4050919099
Bahrain,2009,4008299045
Bahrain,2010,5299463737
Bahrain,2011,4774194829
Bahrain,2012,5454261307
Bahrain,2013,5527718440
Bahrain,2014,6229406003
Bahrain,2015,3546207932
Bahrain,2016,2611989314
Bahrain,2017,2823123079
Bahrain,2018,2334278370
Bahrain,2019,3902650742
Bahrain,2020,2523073657
"Bahamas, The",2000,349644583.2
"Bahamas, The",2001,319252843.7
"Bahamas, The",2002,380645829.4
"Bahamas, The",2003,491108558.2
"Bahamas, The",2004,674401942.8
"Bahamas, The",2005,586297936.2
"Bahamas, The",2006,461331327.1
"Bahamas, The",2007,464482895.4
"Bahamas, The",2008,567909087.7
"Bahamas, The",2009,1009823820
"Bahamas, The",2010,1044153800
"Bahamas, The",2011,1070217425
"Bahamas, The",2012,846941347.8
"Bahamas, The",2013,807408405
"Bahamas, The",2014,874337064.8
"Bahamas, The",2015,895475136.3
"Bahamas, The",2016,1001933945
"Bahamas, The",2017,1413972941
"Bahamas, The",2018,1345344674
"Bahamas, The",2019,1757782754
"Bahamas, The",2020,2382077961
Bosnia and Herzegovina,2000,496626475.4
Bosnia and Herzegovina,2001,1233132927
Bosnia and Herzegovina,2002,1336266925
Bosnia and Herzegovina,2003,1813519793
Bosnia and Herzegovina,2004,2427266571
Bosnia and Herzegovina,2005,2547614647
Bosnia and Herzegovina,2006,3671010361
Bosnia and Herzegovina,2007,5041780929
Bosnia and Herzegovina,2008,4479825860
Bosnia and Herzegovina,2009,4575111867
Bosnia and Herzegovina,2010,4411161780
Bosnia and Herzegovina,2011,4247540639
Bosnia and Herzegovina,2012,4389987071
Bosnia and Herzegovina,2013,4984005031
Bosnia and Herzegovina,2014,4860208933
Bosnia and Herzegovina,2015,4790984891
Bosnia and Herzegovina,2016,5136418168
Bosnia and Herzegovina,2017,6473729519
Bosnia and Herzegovina,2018,6808433501
Bosnia and Herzegovina,2019,7207699940
Bosnia and Herzegovina,2020,8707117939
Belarus,2000,350495841.3
Belarus,2001,390676493.5
Belarus,2002,687361275.1
Belarus,2003,636538852.3
Belarus,2004,836974642.7
Belarus,2005,1341819427
Belarus,2006,1386410521
Belarus,2007,4178575862
Belarus,2008,3063153365
Belarus,2009,5640214197
Belarus,2010,5025440612
Belarus,2011,7863285897
Belarus,2012,8094992776
Belarus,2013,6654216940
Belarus,2014,5067715364
Belarus,2015,4172797260
Belarus,2016,4907608003
Belarus,2017,7315236709
Belarus,2018,7157559690
Belarus,2019,9393817369
Belarus,2020,7468343228
Belize,2000,122898988.2
Belize,2001,112041498.8
Belize,2002,114506518.2
Belize,2003,84684001.23
Belize,2004,48253483.79
Belize,2005,71357473.86
Belize,2006,113721681
Belize,2007,108512535
Belize,2008,166162897.2
Belize,2009,213683331.6
Belize,2010,217999757.4
Belize,2011,237114250.4
Belize,2012,288924768.8
Belize,2013,402752296.2
Belize,2014,486876774.5
Belize,2015,437151657.9
Belize,2016,376735092.7
Belize,2017,312140148.2
Belize,2018,294468435.1
Belize,2019,277578761.1
Belize,2020,348090076
Bolivia,2000,1184108228
Bolivia,2001,1146023735
Bolivia,2002,892729137.8
Bolivia,2003,1096941370
Bolivia,2004,1271422925
Bolivia,2005,1794984953
Bolivia,2006,3193982720
Bolivia,2007,5313631986
Bolivia,2008,7719766413
Bolivia,2009,8574579206
Bolivia,2010,9730683979
Bolivia,2011,11994673115
Bolivia,2012,13924289443
Bolivia,2013,14429068711
Bolivia,2014,15129277524
Bolivia,2015,13049620686
Bolivia,2016,10053627485
Bolivia,2017,10245969450
Bolivia,2018,8929614183
Bolivia,2019,6455449942
Bolivia,2020,5247234669
Brazil,2000,33015297296
Brazil,2001,35866445530
Brazil,2002,37832146718
Brazil,2003,49297286966
Brazil,2004,52934865186
Brazil,2005,53799284977
Brazil,2006,85842861115
Brazil,2007,1.80E+11
Brazil,2008,1.94E+11
Brazil,2009,2.39E+11
Brazil,2010,2.89E+11
Brazil,2011,3.52E+11
Brazil,2012,3.73E+11
Brazil,2013,3.59E+11
Brazil,2014,3.64E+11
Brazil,2015,3.56E+11
Brazil,2016,3.65E+11
Brazil,2017,3.74E+11
Brazil,2018,3.75E+11
Brazil,2019,3.57E+11
Brazil,2020,3.56E+11
Barbados,2000,472693479.4
Barbados,2001,690373664
Barbados,2002,668514868.7
Barbados,2003,737943173
Barbados,2004,579857104.1
Barbados,2005,603465289.1
Barbados,2006,636089800.4
Barbados,2007,839429792.7
Barbados,2008,738527014.8
Barbados,2009,871145394
Barbados,2010,833540950.4
Barbados,2011,812596875.6
Barbados,2012,839722748
Barbados,2013,680957827.2
Barbados,2014,632258680.1
Barbados,2015,553604323.9
Barbados,2016,431758242
Barbados,2017,265841633.1
Barbados,2018,533906813
Barbados,2019,772118649.5
Brunei Darussalam,2000,408340574.4
Brunei Darussalam,2001,381821178.4
Brunei Darussalam,2002,448994000.5
Brunei Darussalam,2003,474743404
Brunei Darussalam,2004,488889689.1
Brunei Darussalam,2005,491885270.1
Brunei Darussalam,2006,513570258.7
Brunei Darussalam,2007,667491396.6
Brunei Darussalam,2008,751159763.9
Brunei Darussalam,2009,1357268957
Brunei Darussalam,2010,1563162507
Brunei Darussalam,2011,2583674788
Brunei Darussalam,2012,3449167917
Brunei Darussalam,2013,3575273902
Brunei Darussalam,2014,3648818757
Brunei Darussalam,2015,3366322585
Brunei Darussalam,2016,3487053369
Brunei Darussalam,2017,3488124300
Brunei Darussalam,2018,3407126455
Brunei Darussalam,2019,4272696958
Brunei Darussalam,2020,3997356505
Bhutan,2000,317632400.6
Bhutan,2001,323362186.7
Bhutan,2002,354949465.1
Bhutan,2003,366596385.8
Bhutan,2004,398620011.7
Bhutan,2005,467426180.8
Bhutan,2006,545324764.6
Bhutan,2007,699049465.4
Bhutan,2008,764803120.5
Bhutan,2009,890893416.6
Bhutan,2010,1002139102
Bhutan,2011,789643751.6
Bhutan,2012,954678385.1
Bhutan,2013,991306676.5
Bhutan,2014,1245086667
Bhutan,2015,1103179129
Bhutan,2016,1127277332
Bhutan,2017,1206238191
Bhutan,2018,987247035.6
Bhutan,2019,1238371618
Bhutan,2020,1510313610
Botswana,2000,6318214000
Botswana,2001,5897250157
Botswana,2002,5473918814
Botswana,2003,5339775870
Botswana,2004,5661431015
Botswana,2005,6309056418
Botswana,2006,7992391905
Botswana,2007,9789741088
Botswana,2008,9118641528
Botswana,2009,8703960321
Botswana,2010,7885215352
Botswana,2011,8081885901
Botswana,2012,7627972585
Botswana,2013,7726052460
Botswana,2014,8322776203
Botswana,2015,7546144960
Botswana,2016,7188821775
Botswana,2017,7490512373
Botswana,2018,6656913638
Botswana,2019,6170221067
Botswana,2020,4940893803
Central African Republic,2000,136311955.6
Central African Republic,2001,121827806.7
Central African Republic,2002,127052247.6
Central African Republic,2003,137053605.7
Central African Republic,2004,153195695.5
Central African Republic,2005,144923649.4
Central African Republic,2006,132419817.1
Central African Republic,2007,91867874.12
Central African Republic,2008,131466501
Central African Republic,2009,210590013.3
Central African Republic,2010,181175454.9
Central African Republic,2011,154510967.2
Central African Republic,2012,157902473.5
Central African Republic,2013,193663724.5
Central African Republic,2014,259571697.5
Central African Republic,2015,213800567.3
Central African Republic,2016,239797985.5
Central African Republic,2017,362717270.5
Central African Republic,2018,361797180.3
Central African Republic,2019,350305401.8
Canada,2000,32427268296
Canada,2001,34252695468
Canada,2002,37189390324
Canada,2003,36267581049
Canada,2004,34476385088
Canada,2005,33018041276
Canada,2006,35063091947
Canada,2007,41082108779
Canada,2008,43872316564
Canada,2009,54356329767
Canada,2010,57151157771
Canada,2011,65818985667
Canada,2012,68546343362
Canada,2013,71937085416
Canada,2014,74699962253
Canada,2015,79753521150
Canada,2016,82718110858
Canada,2017,86677706697
Canada,2018,83925602808
Canada,2019,85297110784
Canada,2020,90428136419
Switzerland,2000,53620270122
Switzerland,2001,51549537913
Switzerland,2002,61276111966
Switzerland,2003,69563022240
Switzerland,2004,74567877421
Switzerland,2005,57575300181
Switzerland,2006,64461048830
Switzerland,2007,75172320982
Switzerland,2008,74145636041
Switzerland,2009,1.35E+11
Switzerland,2010,2.70E+11
Switzerland,2011,3.31E+11
Switzerland,2012,5.31E+11
Switzerland,2013,5.36E+11
Switzerland,2014,5.46E+11
Switzerland,2015,6.02E+11
Switzerland,2016,6.79E+11
Switzerland,2017,8.11E+11
Switzerland,2018,7.87E+11
Switzerland,2019,8.55E+11
Switzerland,2020,1.08E+12
Chile,2000,15055115211
Chile,2001,14399463581
Chile,2002,15343862167
Chile,2003,15842927419
Chile,2004,15997301155
Chile,2005,16933297690
Chile,2006,19396987007
Chile,2007,16843397511
Chile,2008,23079229514
Chile,2009,25292079031
Chile,2010,27827450636
Chile,2011,41943889985
Chile,2012,41649256238
Chile,2013,41093252539
Chile,2014,40447379052
Chile,2015,38641176606
Chile,2016,40493293730
Chile,2017,38981539754
Chile,2018,39858824175
Chile,2019,40655524238
Chile,2020,39166118109
China,2000,1.72E+11
China,2001,2.20E+11
China,2002,2.98E+11
China,2003,4.16E+11
China,2004,6.23E+11
China,2005,8.31E+11
China,2006,1.08E+12
China,2007,1.55E+12
China,2008,1.97E+12
China,2009,2.45E+12
China,2010,2.91E+12
China,2011,3.25E+12
China,2012,3.39E+12
China,2013,3.88E+12
China,2014,3.90E+12
China,2015,3.41E+12
China,2016,3.10E+12
China,2017,3.24E+12
China,2018,3.17E+12
China,2019,3.22E+12
China,2020,3.36E+12
Cameroon,2000,220219413
Cameroon,2001,340115355.1
Cameroon,2002,639930327.3
Cameroon,2003,652135227.6
Cameroon,2004,842430190
Cameroon,2005,964745492.9
Cameroon,2006,1735263262
Cameroon,2007,2931745510
Cameroon,2008,3112861315
Cameroon,2009,3675521656
Cameroon,2010,3642642766
Cameroon,2011,3198717753
Cameroon,2012,3380703262
Cameroon,2013,3471999831
Cameroon,2014,3168216856
Cameroon,2015,3536255066
Cameroon,2016,2225708778
Cameroon,2017,3196791411
Cameroon,2018,3459329761
Dem. Rep. Congo,2000,82500000
Dem. Rep. Congo,2001,82500000
Dem. Rep. Congo,2002,73858396.52
Dem. Rep. Congo,2003,97757335.85
Dem. Rep. Congo,2004,236242009.3
Dem. Rep. Congo,2005,131200257.9
Dem. Rep. Congo,2006,154503797.2
Dem. Rep. Congo,2007,180677437
Dem. Rep. Congo,2008,77733370.44
Dem. Rep. Congo,2009,1035381388
Dem. Rep. Congo,2010,1299652041
Dem. Rep. Congo,2011,1267500303
Dem. Rep. Congo,2012,1632551644
Dem. Rep. Congo,2013,1678465312
Dem. Rep. Congo,2014,1556982978
Dem. Rep. Congo,2015,1215934551
Dem. Rep. Congo,2016,708160749.2
Dem. Rep. Congo,2017,695398162
Dem. Rep. Congo,2018,665272095
"Congo, Rep.",2000,225059392
"Congo, Rep.",2001,71990506.36
"Congo, Rep.",2002,35447852.89
"Congo, Rep.",2003,39441158.06
"Congo, Rep.",2004,124471455.3
"Congo, Rep.",2005,737537427.5
"Congo, Rep.",2006,1848005218
"Congo, Rep.",2007,2183569353
"Congo, Rep.",2008,3881458051
"Congo, Rep.",2009,3806250384
"Congo, Rep.",2010,4446850566
"Congo, Rep.",2011,5641136196
"Congo, Rep.",2012,5549563315
"Congo, Rep.",2013,5245011451
"Congo, Rep.",2014,4926098059
"Congo, Rep.",2015,2221497219
"Congo, Rep.",2016,714352000.8
"Congo, Rep.",2017,379984138.8
"Congo, Rep.",2018,423617388.3
"Congo, Rep.",2019,988316008
Colombia,2000,9005870485
Colombia,2001,10244081685
Colombia,2002,10844467605
Colombia,2003,10920223457
Colombia,2004,13536934555
Colombia,2005,14954554923
Colombia,2006,15437167996
Colombia,2007,20951442987
Colombia,2008,23670593274
Colombia,2009,24987458716
Colombia,2010,28076156124
Colombia,2011,31895547051
Colombia,2012,36997795800
Colombia,2013,43158795572
Colombia,2014,46809443348
Colombia,2015,46222893469
Colombia,2016,46173772893
Colombia,2017,47131104747
Colombia,2018,47887623364
Colombia,2019,52652707435
Colombia,2020,58499477957
Comoros,2000,43370718.71
Comoros,2001,62479684.97
Comoros,2002,80135345.67
Comoros,2003,94540111.96
Comoros,2004,103991907.5
Comoros,2005,86095117.22
Comoros,2006,93890572.09
Comoros,2007,117643066.4
Comoros,2008,112663906.9
Comoros,2009,150899368
Comoros,2010,146075888.5
Comoros,2011,156064553.7
Comoros,2012,195019557.1
Comoros,2013,174071468
Comoros,2014,171159502.4
Comoros,2015,200562427.7
Comoros,2016,159412124.1
Comoros,2017,207879895.5
Comoros,2018,199213183.3
Comoros,2019,202031707.2
Comoros,2020,294339897.9
Cabo Verde,2000,28196818.87
Cabo Verde,2001,45479478.07
Cabo Verde,2002,77123428.27
Cabo Verde,2003,92617800.66
Cabo Verde,2004,139362725.7
Cabo Verde,2005,174391987.4
Cabo Verde,2006,254525770.7
Cabo Verde,2007,364462266.1
Cabo Verde,2008,361467111.5
Cabo Verde,2009,397876708.9
Cabo Verde,2010,382190200.5
Cabo Verde,2011,338617823.4
Cabo Verde,2012,375841714.7
Cabo Verde,2013,475334069.5
Cabo Verde,2014,510930777.5
Cabo Verde,2015,494495560.7
Cabo Verde,2016,572736752.5
Cabo Verde,2017,617362329.8
Cabo Verde,2018,606430600.3
Cabo Verde,2019,737990665.4
Cabo Verde,2020,735084797.4
Costa Rica,2000,1318296304
Costa Rica,2001,1330363591
Costa Rica,2002,1502388943
Costa Rica,2003,1840008318
Costa Rica,2004,1922625761
Costa Rica,2005,2313689169
Costa Rica,2006,3117011524
Costa Rica,2007,4115350419
Costa Rica,2008,3800532462
Costa Rica,2009,4066199745
Costa Rica,2010,4627252202
Costa Rica,2011,4755830028
Costa Rica,2012,6856696346
Costa Rica,2013,7330880579
Costa Rica,2014,7211431940
Costa Rica,2015,7833931555
Costa Rica,2016,7573806768
Costa Rica,2017,7149834514
Costa Rica,2018,7500924411
Costa Rica,2019,8937069411
Costa Rica,2020,7231533677
Cayman Islands,2018,162073506
Cayman Islands,2019,183500000
Cayman Islands,2020,216800000
Cyprus,2000,1868515473
Cyprus,2001,2396061101
Cyprus,2002,3181358209
Cyprus,2003,3450932655
Cyprus,2004,4113824037
Cyprus,2005,4429824567
Cyprus,2006,5942554137
Cyprus,2007,6506542488
Cyprus,2008,1004746547
Cyprus,2009,1281245251
Cyprus,2010,1141718898
Cyprus,2011,1187122353
Cyprus,2012,1191085646
Cyprus,2013,916261841.4
Cyprus,2014,893890213.6
Cyprus,2015,807868870.8
Cyprus,2016,812488586
Cyprus,2017,887692448.7
Cyprus,2018,924201541.5
Cyprus,2019,1033463564
Cyprus,2020,1237326347
Czech Republic,2000,13141569748
Czech Republic,2001,14463996053
Czech Republic,2002,23707071208
Czech Republic,2003,26955067824
Czech Republic,2004,28451131102
Czech Republic,2005,29553532656
Czech Republic,2006,31456871275
Czech Republic,2007,34907225299
Czech Republic,2008,37021634957
Czech Republic,2009,41608025692
Czech Republic,2010,42482660898
Czech Republic,2011,40283016691
Czech Republic,2012,44884691027
Czech Republic,2013,56217652211
Czech Republic,2014,54495067818
Czech Republic,2015,64490290734
Czech Republic,2016,85725304288
Czech Republic,2017,1.48E+11
Czech Republic,2018,1.43E+11
Czech Republic,2019,1.50E+11
Czech Republic,2020,1.66E+11
Germany,2000,87496869035
Germany,2001,82131887554
Germany,2002,89142540697
Germany,2003,96835206408
Germany,2004,97169968441
Germany,2005,1.02E+11
Germany,2006,1.12E+11
Germany,2007,1.36E+11
Germany,2008,1.39E+11
Germany,2009,1.79E+11
Germany,2010,2.16E+11
Germany,2011,2.34E+11
Germany,2012,2.49E+11
Germany,2013,1.99E+11
Germany,2014,1.93E+11
Germany,2015,1.74E+11
Germany,2016,1.84E+11
Germany,2017,2.00E+11
Germany,2018,1.98E+11
Germany,2019,2.24E+11
Germany,2020,2.68E+11
Djibouti,2000,67804571.83
Djibouti,2001,70308696.57
Djibouti,2002,73707750.59
Djibouti,2003,100129582.5
Djibouti,2004,93939056.7
Djibouti,2005,89264770.32
Djibouti,2006,120326699.2
Djibouti,2007,132137437.9
Djibouti,2008,175495410.9
Djibouti,2009,241831914.4
Djibouti,2010,248997896.3
Djibouti,2011,244112095.2
Djibouti,2012,248630000.3
Djibouti,2013,424961509.9
Djibouti,2014,393148391.7
Djibouti,2015,364857284.1
Djibouti,2016,407414266.7
Djibouti,2017,556097628.9
Djibouti,2018,454193909.7
Djibouti,2019,501857934.4
Djibouti,2020,686339280.9
Dominica,2000,29372786.74
Dominica,2001,31224517.74
Dominica,2002,45497423.66
Dominica,2003,47735245.63
Dominica,2004,42321834.56
Dominica,2005,49172196.73
Dominica,2006,63047100.26
Dominica,2007,60522068.62
Dominica,2008,55150083.36
Dominica,2009,75464032.69
Dominica,2010,76099741.29
